0 0.3385673 0.004752358 0 0 0 0 0 0.6554754 0 0 0 0 0 0 0.001204995
0 0.131232 0.07621001 0 0.2876665 0 0 0 0 0 0 0 0 0 0 0.5048914
0 0.07812018 0.8427176 0 0 0 0 0 0.01211108 0 0 0 0 0 0 0.06705113
0 0 0.08955104 0 0.2305491 0 0 0 0.290527 0 0 0 0 0 0 0.3893729
0 0.19548 0.5421526 0 0.1163133 0 0 0 0 0 0 0 0 0 0 0.1460541
0 0 0.1221994 0 0.4436646 0 0 0 0.07006351 0 0 0 0 0 0 0.3640725
0 0 0.3424192 0 0.0308534 0 0 0 0.0717506 0 0 0 0 0 0 0.5549768
0 0.2115988 0.222872 0 0 0 0 0 0.151892 0 0 0 0 0 0 0.4136371
0 0 0.02346011 0 0.221969 0 0 0 0.7473637 0 0 0 0 0 0 0.007207198
0 0.304232 0.06564372 0 0.1555988 0 0 0 0 0 0 0 0 0 0 0.4745255
0 0.2548863 0.1951714 0 0.1298868 0 0 0 0 0 0 0 0 0 0 0.4200554
0 0 0.02991313 0 0.1603617 0 0 0 0.1639039 0 0 0 0 0 0 0.6458213
0 0.1119064 0.1099181 0 0 0 0 0 0.6579206 0 0 0 0 0 0 0.1202548
0 0.5986439 0.08195146 0 0 0 0 0 0.07911903 0 0 0 0 0 0 0.2402856
0 0.03743949 0.4365873 0 0 0 0 0 0.5018476 0 0 0 0 0 0 0.02412562
0 0.2211565 0.2207714 0 0 0 0 0 0.06844784 0 0 0 0 0 0 0.4896242
0 0.3872473 0.1159459 0 0 0 0 0 0.2071072 0 0 0 0 0 0 0.2896996
0 0.2787031 0.1632029 0 0 0 0 0 0.08233836 0 0 0 0 0 0 0.4757556
0 0.4061208 0.09692158 0 0.01056137 0 0 0 0 0 0 0 0 0 0 0.4863963
0 0.10666 0.3431802 0 0.4712606 0 0 0 0 0 0 0 0 0 0 0.07889918
0 0.4371191 0.1224494 0 0.1693852 0 0 0 0 0 0 0 0 0 0 0.2710463
0 0 0.1326208 0 0.02354045 0 0 0 0.7955484 0 0 0 0 0 0 0.0482903
0 0.09398498 0.5534308 0 0.3432556 0 0 0 0 0 0 0 0 0 0 0.00932866
0 0.1353269 0.5277341 0 0.1185489 0 0 0 0 0 0 0 0 0 0 0.2183901
0 0.3406774 0.09162272 0 0 0 0 0 0.5584031 0 0 0 0 0 0 0.009296762
0 0 0.469357 0 0.1533161 0 0 0 0.1245716 0 0 0 0 0 0 0.2527553
0 0.4270154 0.01548489 0 0 0 0 0 0.3315392 0 0 0 0 0 0 0.2259605
0 0 0.3215204 0 0.1794635 0 0 0 0.4150564 0 0 0 0 0 0 0.08395968
0 0.1863783 0.02681408 0 0.5623519 0 0 0 0 0 0 0 0 0 0 0.2244557
0 0.3576169 0.1256508 0 0.366298 0 0 0 0 0 0 0 0 0 0 0.1504342
0 0.4138428 0.3413532 0 0 0 0 0 0.08525059 0 0 0 0 0 0 0.1595534
0 0.761748 0.2024049 0 0.03381392 0 0 0 0 0 0 0 0 0 0 0.002033175
0 0.09342447 0.1431855 0 0.3155149 0 0 0 0 0 0 0 0 0 0 0.4478751
0 0 0.3780027 0 0.0140943 0 0 0 0.5289455 0 0 0 0 0 0 0.07895752
0 0.8419235 0.01241915 0 0 0 0 0 0.1009259 0 0 0 0 0 0 0.04473149
0 0.0332904 0.00344115 0 0.5103967 0 0 0 0 0 0 0 0 0 0 0.4528717
0 0.2669218 0.6107917 0 0 0 0 0 0.04899784 0 0 0 0 0 0 0.07328862
0 0.1202799 0.348388 0 0 0 0 0 0.06568297 0 0 0 0 0 0 0.4656492
0 0.239111 0.05980764 0 0.007539579 0 0 0 0 0 0 0 0 0 0 0.6935417
0 0 0.1999823 0 0.10725 0 0 0 0.6173824 0 0 0 0 0 0 0.0753854
0 0 0.1267591 0 0.1210118 0 0 0 0.6346951 0 0 0 0 0 0 0.117534
0 0.306697 0.194371 0 0 0 0 0 0.3583334 0 0 0 0 0 0 0.1405985
0 0.2947337 0.3652316 0 0.1510611 0 0 0 0 0 0 0 0 0 0 0.1889736
0 0 0.4013401 0 0.1309949 0 0 0 0.4671922 0 0 0 0 0 0 0.0004727768
0 0 0.06793643 0 0.2555717 0 0 0 0.4144543 0 0 0 0 0 0 0.2620375
0 0.4992741 0.1557284 0 0.2888445 0 0 0 0 0 0 0 0 0 0 0.05615305
0 0.127823 0.7364585 0 0 0 0 0 0.1275936 0 0 0 0 0 0 0.008124899
0 0.1167733 0.7466064 0 0 0 0 0 0.07805856 0 0 0 0 0 0 0.05856171
0 0 0.7449748 0 0.0648886 0 0 0 0.1747957 0 0 0 0 0 0 0.01534093
0 0 0.2922328 0 0.1857733 0 0 0 0.4512643 0 0 0 0 0 0 0.07072962
0 0.3343198 0.2031003 0 0.2552445 0 0 0 0 0 0 0 0 0 0 0.2073353
0 0.01376289 0.2308652 0 0 0 0 0 0.4289182 0 0 0 0 0 0 0.3264538
0 0 0.3117033 0 0.0951895 0 0 0 0.4937461 0 0 0 0 0 0 0.09936109
0 0 0.1936841 0 0.1816389 0 0 0 0.2714604 0 0 0 0 0 0 0.3532166
0 0.1643506 0.5776395 0 0.1372692 0 0 0 0 0 0 0 0 0 0 0.1207407
0 0 0.1299755 0 0.1858352 0 0 0 0.443488 0 0 0 0 0 0 0.2407012
0 0 0.594491 0 0.2548949 0 0 0 0.09242702 0 0 0 0 0 0 0.05818704
0 0.04595058 0.08086293 0 0 0 0 0 0.3082363 0 0 0 0 0 0 0.5649502
0 0.2117859 0.03984566 0 0 0 0 0 0.673411 0 0 0 0 0 0 0.07495744
0 0.06167389 0.3318856 0 0.1988387 0 0 0 0 0 0 0 0 0 0 0.4076018
0 0.0573143 0.08120553 0 0.4364382 0 0 0 0 0 0 0 0 0 0 0.4250419
0 0.1477754 0.06381696 0 0 0 0 0 0.7424514 0 0 0 0 0 0 0.04595625
0 0 0.3272347 0 0.2751662 0 0 0 0.09311427 0 0 0 0 0 0 0.3044848
0 0 0.7705101 0 0.02082697 0 0 0 0.1488917 0 0 0 0 0 0 0.0597712
0 0.3655487 0.3161306 0 0 0 0 0 0.08761048 0 0 0 0 0 0 0.2307101
0 0.6118126 0.1786087 0 0.0394854 0 0 0 0 0 0 0 0 0 0 0.1700933
0 0.7610607 0.09453581 0 0.006796451 0 0 0 0 0 0 0 0 0 0 0.137607
0 0.1600019 0.6630296 0 0 0 0 0 0.1596428 0 0 0 0 0 0 0.01732566
0 0.2280919 0.1398918 0 0.1965336 0 0 0 0 0 0 0 0 0 0 0.4354827
0 0 0.1451739 0 0.1734624 0 0 0 0.3759924 0 0 0 0 0 0 0.3053712
0 0 0.1031011 0 0.515754 0 0 0 0.0341607 0 0 0 0 0 0 0.3469842
0 0.3479877 0.4898297 0 0 0 0 0 0.029395 0 0 0 0 0 0 0.1327876
0 0 0.02915239 0 0.05015501 0 0 0 0.2076765 0 0 0 0 0 0 0.713016
0 0.3352524 0.6373568 0 0 0 0 0 0.01484925 0 0 0 0 0 0 0.0125416
